index,axis-0,axis-1,axis-2
0.0,0.0,1288.1947997795328,2243.9635017056453
1.0,0.0,1309.4341042667797,2307.681415167386
2.0,0.0,1458.1092356775082,2307.681415167386
3.0,0.0,1755.4594984989656,2111.2178486603516
4.0,0.0,1824.4872380825182,1941.3034127623766
5.0,0.0,2036.8802829549877,2435.117242090868
6.0,1.0,805.0006226946649,624.4665345530659
7.0,1.0,937.7462757399584,985.5347108362641
8.0,1.0,1691.7415850372247,1314.7439303885915
9.0,1.0,1819.1774119607064,2212.1045449747753
10.0,1.0,2095.2883702949166,1362.5323654848974
11.0,1.0,2079.3588919294816,937.7462757399583
12.0,1.0,2875.832810201242,1845.7265425697653
13.0,1.0,2966.0998542720413,1909.4444560315062
14.0,1.0,3008.578463246535,2774.946113886819
15.0,1.0,2865.2131579576185,2806.805070617689
16.0,2.0,2137.7669792694105,1187.3081034651098
17.0,2.0,2243.9635017056453,1282.884973657721
18.0,2.0,2636.8906347197135,868.7185361564059
19.0,2.0,2562.5530690143496,1192.6179295869217
20.0,2.0,2982.0293326374767,1070.491928785252
21.0,2.0,2960.79002815023,1633.3334976972958
22.0,2.0,2854.593505713995,1670.5022805499777
23.0,2.0,2440.4270682126794,1707.6710634026604
24.0,2.0,2371.399328629127,1866.9658470570125
25.0,2.0,2265.2028061928922,1893.514977666071
26.0,2.0,805.0006226946648,2769.6362877650076
27.0,2.0,1346.602887119462,3481.1529880877806
28.0,2.0,1436.8699311902615,3353.717161164299
29.0,2.0,1670.5022805499777,3640.4477717421323
30.0,3.0,2105.90802253854,1298.8144520231567
31.0,3.0,2249.273327827457,2509.4548077962327
32.0,3.0,2504.1449816744207,863.4087100345942
33.0,3.0,2530.694112283479,969.6052324708287
34.0,3.0,2859.903331835807,1829.79706420433
35.0,3.0,2589.1021996234085,1038.6329720543815
36.0,4.0,2238.653675583834,3385.576117895169
37.0,4.0,1882.8953254224473,2557.2432428925376
38.0,4.0,2063.4294135640466,2615.6513302324665
39.0,4.0,2371.399328629127,2270.512632314704
40.0,4.0,2748.3969832777602,2355.469850263692
41.0,4.0,3035.127593855594,2403.258285359997
42.0,4.0,3263.4501170934986,2297.061762923762
43.0,4.0,1479.3485401647554,66.93479176283336
44.0,4.0,1426.250278946638,194.37061868631508
45.0,4.0,2137.766979269411,231.53940153899725
46.0,5.0,114.72322685913919,491.7208815077722
47.0,5.0,194.37061868631525,709.4237525020535
48.0,5.0,247.46887990443258,820.9301010601
49.0,5.0,348.3555762188556,895.2676667654644
50.0,5.0,300.56714112254997,1075.8017549070635
51.0,5.0,173.1313141990683,831.5497533037235
52.0,5.0,539.509316604078,1203.2375818305447
53.0,5.0,651.0156651621245,1532.4468013828725
54.0,5.0,88.17409625008052,1256.3358430486621
55.0,5.0,178.44114032088004,1367.8421916067089
56.0,5.0,24.45618278833969,1335.9832348758384
57.0,5.0,327.11627173160866,1489.9681924083786
58.0,5.0,327.11627173160866,1590.8548887228014
59.0,5.0,364.2850545842908,1665.1924544281658
60.0,5.0,454.55209865509033,1750.1496723771536
61.0,5.0,1192.6179295869215,1808.557759717083
62.0,5.0,1224.476886317792,1904.1346299096942
63.0,5.0,1118.2803638815572,1882.8953254224473
64.0,5.0,1463.4190617993202,1962.5427172496231
65.0,5.0,1861.6560209352003,1771.3889768644005
66.0,5.0,2015.6409784677405,1787.318455229836
67.0,5.0,1994.4016739804936,1967.852543371435
68.0,5.0,1861.6560209352003,2705.9183743032663
69.0,5.0,1771.3889768644008,2711.2282004250783
70.0,5.0,1866.965847057012,2812.114896739501
71.0,5.0,2801.4952444958776,2254.5831539492683
72.0,5.0,2557.243242892538,1219.1670601959802
73.0,5.0,2987.3391587592887,735.9728831111122
74.0,5.0,2997.958811002912,635.0861867966892
75.0,5.0,555.4387949695132,2711.2282004250783
76.0,5.0,720.0434047456771,2838.66402734856
77.0,5.0,608.5370561876306,2849.283679592183
78.0,5.0,204.99027092993873,2944.860549784794
79.0,5.0,327.11627173160866,3146.6339424136404
80.0,5.0,19.146356666527964,3178.4928991445104
81.0,5.0,2116.527674782164,220.91974929537378
82.0,6.0,2180.245588243905,1866.9658470570118
83.0,6.0,2089.978544173105,1803.247933595271
84.0,6.0,1930.683760518753,1649.262976062731
85.0,6.0,1686.431758915413,1505.8976707738143
86.0,6.0,1941.3034127623764,1851.036368691577
87.0,6.0,1989.091847858682,1957.2328911278119
88.0,6.0,2010.3311523459288,2121.837500903976
89.0,6.0,2010.3311523459288,2190.8652404875284
90.0,6.0,3661.687076229379,1320.0537565104037
91.0,7.0,189.0607925645035,2036.8802829549882
92.0,7.0,332.4260978534204,2196.1750666093403
93.0,7.0,353.66540234066736,2275.822458436516
94.0,7.0,990.8445369580757,2934.2408975411713
95.0,7.0,560.748621091325,3672.306728473003
96.0,7.0,390.8341851933495,3661.6870762293793
97.0,7.0,263.3983582698678,3810.362207640108
98.0,7.0,242.15905378262087,3895.3194255890958
99.0,7.0,343.0457500970439,3900.6292517109077
100.0,7.0,247.4688799044326,3996.2061219035186
101.0,7.0,2127.147327025787,258.0885321480562
102.0,8.0,380.21453294972594,305.8769672443618
103.0,8.0,321.8064456097969,746.5925353547359
104.0,8.0,1935.9935866405647,1309.4341042667802
105.0,8.0,2005.021323692195,1378.4618438503323
106.0,8.0,1957.2328885958893,1452.7994095556967
107.0,8.0,1803.247931063349,1484.6583662865671
