index,axis-0,axis-1,axis-2,Unnamed: 4
464,17,3093.76874,2361.324627,
465,17,3205.275088,2382.563932,
466,17,3162.796479,2515.309585,
467,17,3369.879698,2531.239063,
468,17,3396.428829,2419.732714,
469,17,3481.386046,2366.634453,
470,17,3555.723612,2403.803236,
471,17,2642.433519,2515.309585,
472,17,2759.249694,2568.407846,
473,17,2982.262391,2828.589326,
474,17,3322.091263,3715.330288,
475,17,3210.584914,3784.358028,
476,17,3375.189524,3933.033159,
477,17,3417.668133,3959.58229,
478,18,1479.581599,794.9259212,
479,18,1761.002383,662.1802681,
480,18,1851.269427,699.349051,
481,18,1962.775776,741.82766,
482,18,2084.901776,805.5455734,
483,18,2254.816212,848.0241824,
484,18,2323.843952,816.1652257,
485,18,2451.279779,890.5027914,
486,18,2722.080911,970.1501832,
487,18,2791.108651,980.7698354,
488,18,2769.869346,1108.205662,
489,18,3014.121348,1150.684271,
490,18,3030.050826,1033.868097,
491,18,3115.008044,991.3894877,
492,18,3184.035784,1028.558271,
493,18,2382.252039,1150.684271,
494,18,2265.435865,1108.205662,
495,18,2589.335258,1448.034534,
496,18,2923.854304,2302.91654,
497,18,2817.657781,2366.634453,
498,18,2987.572217,2541.858715,
499,18,3051.290131,2568.407846,
500,18,2913.234651,2722.392803,
501,19,699.0371587,1320.598707,
502,19,619.3897668,1379.006795,
503,19,720.2764631,2143.621756,
504,19,953.9088125,2440.972019,
505,19,1511.440555,3072.841327,
506,19,1670.735339,3141.869067,
507,19,1697.28447,3189.657502,
508,19,1214.090292,3359.571938,
509,19,2398.181518,3476.388113,
510,19,2530.927171,3189.657502,
511,19,2472.519083,2844.518804,
512,19,2621.194215,2695.843673,
513,19,2589.335258,2387.873758,
514,19,2493.758388,2334.775496,
515,20,1293.737684,2786.110717,
516,20,1384.004728,2764.871412,
517,20,1861.889079,2552.478367,
518,20,1952.156123,2573.717672,
519,20,1989.324906,2690.533847,
520,20,2371.632387,2584.337324,
521,21,667.1782019,2451.591671,
522,21,874.2614207,2446.281845,
523,21,720.2764631,2536.548889,
524,21,1102.583944,2547.168541,
525,21,1091.964292,2425.042541,
526,21,2456.589605,1490.513143,
527,21,2329.153778,1718.835666,
528,21,2302.604647,1872.820624,
529,21,2361.012735,1899.369755,
530,21,2334.463604,2095.833321,
531,21,2456.589605,1963.087668,
532,21,2461.899431,2122.382452,
533,21,2552.166475,2143.621756,
534,21,2185.788473,2377.254105,
535,21,2148.61969,2478.140802,
536,21,2047.732994,2403.803236,
537,21,1941.536471,2579.027498,
538,21,2021.183863,2626.815933,
539,21,1729.143426,2626.815933,
540,21,1718.523774,2717.082977,
541,21,2801.728303,2563.09802,
542,21,3056.599957,2610.886455,
543,21,3274.302828,2637.435585,
544,21,3571.653091,2658.67489,
545,22,1362.765424,1336.528186,
546,22,1304.357337,1394.936273,
547,22,1368.07525,1426.79523,
548,22,1362.765424,1506.442621,
549,22,1325.596641,1559.540883,
550,22,1288.427858,1724.145492,
551,22,1198.160814,1740.074971,
552,22,1384.004728,1766.624101,
553,22,1309.667163,1809.10271,
554,22,1139.752727,2032.115408,
555,23,332.6591562,2892.307239,
556,23,422.9262003,2690.533847,
557,23,422.9262003,2573.717672,
558,23,481.3342877,2302.91654,
559,23,847.7122901,1182.543228,
560,23,1033.556204,1219.712011,
561,23,1060.105335,1686.97671,
562,23,1134.442901,1171.923576,
563,23,1198.160814,1033.868097,
564,23,1346.835946,938.2912265,
565,23,1389.314554,1076.346706,
566,23,1426.483337,1055.107401,
567,23,1564.538817,630.3213114,
568,23,1771.622035,1288.739751,
569,23,1824.720296,1426.79523,
570,23,1984.01508,1660.427579,
571,23,2084.901776,1633.878448,
572,23,2116.760733,1957.777842,
573,23,1718.523774,2281.677235,
574,23,1697.28447,2409.113062,
575,23,1808.790818,2409.113062,
576,23,1994.634732,2302.91654,
577,23,2430.040474,2286.987061,
578,23,2679.602302,2180.790539,
579,23,2440.660127,2010.876103,
580,23,2631.813867,2032.115408,
581,23,2748.630042,2074.594017,
582,23,2865.446216,2090.523495,
583,23,2568.095954,1740.074971,
584,23,2472.519083,1702.906188,
585,23,2615.884389,1623.258796,
586,23,3279.612654,747.1374861,
587,23,3385.809176,895.8126175,
588,24,821.1631595,2817.969674,
589,24,1123.823248,3285.234372,
590,24,1325.596641,3502.937243,
591,24,1463.65212,3571.964983,
592,24,1410.553859,2159.551234,
593,24,1569.848643,2042.73506,
594,24,1686.664817,2101.143147,
595,24,1888.43821,2212.649496,
596,24,1840.649775,2042.73506,
597,24,714.966637,986.0796616,
598,24,799.923855,1044.487749,
599,24,868.9515945,1129.444967,
600,24,853.0221162,1230.331663,
601,24,1007.007074,1347.147838,
602,24,1160.992031,1421.485404,
603,24,1309.667163,1485.203317,
604,24,1208.780466,1532.991752,
605,24,1309.667163,1580.780187,
606,24,1272.49838,1628.568622,
607,24,1463.65212,1575.470361,
608,24,1394.624381,1400.246099,
609,24,1628.25673,1713.52584,
610,24,1166.301857,1086.966358,
611,24,1139.752727,1198.472706,
612,24,1346.835946,1108.205662,
613,24,1633.566556,513.5051367,
614,24,1771.622035,518.8149628,
615,24,1792.86134,858.6438346,
616,24,1776.931861,391.3791359,
617,24,1830.030123,311.7317441,
618,24,2578.715606,263.943309,
619,24,2307.914474,513.5051367,
620,24,2217.647429,826.7848779,
621,24,2228.267082,922.3617481,
622,24,2631.813867,1426.79523,
623,24,2525.617345,1506.442621,
624,24,2700.841607,1517.062274,
625,24,2732.700563,1522.3721,
626,24,2828.277433,1458.654186,
627,24,3157.486653,1750.694623,
628,24,2445.969953,1564.850709,
629,24,2281.365343,1586.090013,
630,24,2169.858994,1485.203317,
631,24,2084.901776,1522.3721,
632,24,2185.788473,1655.117753,
633,24,2047.732994,1681.666884,
634,24,1962.775776,1686.97671,
635,24,1920.297167,1575.470361,
636,24,1994.634732,1543.611404,
637,24,1723.8336,1692.286536,
638,25,306.1100256,1835.651841,
639,25,306.1100256,1936.538537,
640,25,375.1377652,2010.876103,
641,25,438.8556787,2010.876103,
642,25,406.996722,1830.342015,
643,25,1277.808206,1989.636799,
644,25,1405.244033,1883.440276,
645,25,879.5712468,1957.777842,
646,25,1861.889079,1941.848363,
647,25,2143.309864,2021.495755,
648,25,2222.957256,2090.523495,
649,25,2329.153778,2106.452973,
650,25,2472.519083,2122.382452,
651,25,3263.683175,2329.46567,
652,25,3311.471611,2334.775496,
653,25,3385.809176,2350.704975,
654,25,3502.625351,2297.606714,
655,25,3561.033438,2499.380106,
656,25,3842.454223,2403.803236,
657,26,1607.017425,1331.218359,
658,26,1468.961946,1373.696968,
659,26,1341.526119,1458.654186,
660,26,1192.850988,1543.611404,
661,26,1097.274118,1586.090013,
662,26,1017.626726,1474.583665,
663,26,1028.246378,1394.936273,
664,26,1113.203596,1702.906188,
665,26,1198.160814,1617.94897,
666,26,1277.808206,1671.047231,
667,26,1389.314554,1628.568622,
668,26,1527.370034,1612.639144,
669,26,1580.468295,1554.231057,
670,26,1798.171166,1442.724708,
671,26,1808.790818,1713.52584,
672,26,1776.931861,1596.709666,
673,26,1665.425513,1665.737405,
674,26,1591.087947,1676.357057,
675,26,1697.28447,1840.961667,
676,26,1575.158469,1840.961667,
677,26,1644.186208,1989.636799,
678,26,1500.820903,1963.087668,
679,26,1431.793163,2053.354712,
680,26,1309.667163,2117.072626,
681,26,1304.357337,2175.480713,
682,26,1357.455598,2228.578974,
683,26,1729.143426,1973.70732,
684,26,1893.748036,1909.989407,
685,26,1814.100644,2356.014801,
686,26,1867.198905,2239.198626,
687,26,1484.891425,2361.324627,
688,26,1320.286815,2387.873758,
689,26,1304.357337,2435.662193,
690,26,1394.624381,2520.619411,
691,26,1405.244033,2584.337324,
692,26,1495.511077,2552.478367,
693,26,1384.004728,2839.208978,
694,26,1314.976989,3088.770806,
695,26,1437.10299,3237.445937,
696,26,1447.722642,3439.21933,
697,26,1463.65212,3556.035505,
698,26,1299.04751,3460.458634,
699,26,1389.314554,3704.710636,
700,26,1835.339949,2934.785848,
701,26,1861.889079,2786.110717,
702,26,1798.171166,2706.463325,
703,26,1782.241688,2621.506107,
704,26,1994.634732,2515.309585,
705,26,2031.803515,2584.337324,
706,26,2536.236997,2934.785848,
707,26,2499.068214,2727.70263,
708,26,2414.110996,2648.055238,
709,26,476.0244615,3439.21933,
710,26,534.4325489,3364.881764,
711,26,497.263766,3518.866722,
712,27,528.8896618,1049.252624,
713,27,417.3833133,1171.378625,
714,27,534.199488,1219.16706,
715,27,603.2272275,1240.406365,
716,27,512.9601835,1272.265321,
717,27,762.5220112,1203.237582,
718,27,805.0006202,1251.026017,
719,27,789.0711418,1293.504626,
720,27,937.7462732,1192.61793,
721,27,1070.491926,1293.504626,
722,27,1006.774013,1431.560105,
723,27,1219.16706,1410.320801,
724,27,1266.955495,1442.179757,
725,27,1341.293061,1500.587845,
726,27,1543.066454,1691.741585,
727,27,1410.320801,1750.149672,
728,27,1500.587845,1797.938107,
729,27,1574.92541,1872.275673,
730,27,1638.643324,1957.232891,
731,27,1723.600542,2052.809761,
732,27,2339.540372,1219.16706,
733,27,2307.681415,1288.1948,
734,27,2233.343849,1399.701148,
735,27,2286.442111,1548.37628,
736,27,2435.117242,1596.164715,
737,27,2477.595851,1527.136975,
738,27,2573.172721,1776.698803,
739,27,2759.016636,2020.950805,
740,27,2748.396983,2265.202806,
741,27,3141.324116,2222.724197,
742,27,3242.210813,1904.13463,
743,27,3284.689422,1771.388977,
744,27,3247.520639,1649.262976,
745,27,3343.097509,1590.854889,
746,27,3380.266292,1702.361237,
747,27,3481.152988,1707.671063,
748,27,3443.984205,1787.318455,
749,27,3534.251247,1744.839846,
750,27,3491.772638,1861.656021,
751,27,3597.96916,2100.598196,
752,27,3842.221162,1999.7115,
753,27,3948.417684,2084.668718,
754,27,3289.999245,2307.681415,
755,27,3231.591158,2482.905677,
756,27,3242.21081,2578.482547,
757,27,2737.777329,3343.097509,
758,27,3024.507939,2748.396983,
759,28,758.3697488,1474.903762,
760,28,758.3697488,1556.740778,
761,28,745.4481147,1612.734525,
762,28,586.0812946,1604.120103,
763,28,543.0091811,1841.016727,
764,28,659.3038877,1836.709516,
765,28,745.4481147,1935.775377,
766,28,672.2255217,2043.455661,
767,28,732.5264807,2082.220563,
768,28,659.3038877,2133.907099,
769,28,538.7019698,2108.063831,
770,28,654.9966763,2375.110935,
771,28,487.0154335,2538.784966,
772,28,599.0029287,2728.302266,
773,28,431.0216859,2939.355622,
774,28,577.4668719,3098.722442,
775,28,543.0091811,3141.794556,
776,28,642.0750422,3124.565711,
777,28,870.357244,2125.292676,
778,28,943.579837,2133.907099,
779,28,982.3447392,2000.383547,
780,28,1180.476462,2146.828733,
781,28,1223.548575,2228.665749,
782,28,1068.488966,2310.502765,
783,28,1253.699055,2525.863332,
784,28,1344.150493,2577.549869,
785,28,1520.746158,2448.333528,
786,28,1727.492303,2336.346033,
787,28,1873.93749,2340.653244,
788,28,1964.388928,2237.280172,
789,28,2054.840366,2327.73161,
790,28,2188.363918,2267.430651,
791,28,2291.736991,2250.201806,
792,28,1934.238448,268.8845828,
793,28,1985.924985,324.8783304,
794,28,2162.52065,600.5398571,
795,28,2097.91248,660.840816,
796,28,2227.128821,690.9912955,
797,28,2201.285552,772.8283112,
798,28,2317.580259,794.364368,
799,28,2347.730738,1039.875415,
800,28,2278.815357,1225.085503,
801,28,2140.984593,1272.464828,
802,28,2511.40477,548.8533208,
803,28,2782.759085,1548.126355,
804,28,2920.589849,1453.367705,
805,28,2998.119653,1474.903762,
806,28,3230.709066,1479.210973,
807,28,3312.546082,2095.142197,
808,28,3648.508567,2500.020064,
809,28,3657.12299,2099.449408,
810,28,3514.985015,1974.540279,
811,28,3385.768675,1108.790797,
812,28,3329.774927,630.6903366,
813,28,3235.016277,682.3768728,
814,29,1015.7136,2070.84272,
815,29,1127.219949,2044.29359,
816,29,1238.726297,2033.673937,
817,29,1705.990996,2113.321329,
818,29,1621.033778,2070.84272,
819,29,1711.300822,1938.097067,
