index,axis-0,axis-1,axis-2,Unnamed: 4
820,29,1859.975954,1938.097067,
821,29,2390.958566,1810.66124,
822,29,3495.402399,1874.379154,
823,29,3612.218574,2017.744459,
824,29,3713.10527,2044.29359,
825,29,3606.908748,2123.940982,
826,30,431.6327269,992.9480176,
827,30,580.3078583,913.3006257,
828,30,654.645424,934.5399302,
829,30,893.5875995,929.2301041,
830,30,1058.192209,557.5422756,
831,30,1005.093953,42.48914177,
832,30,914.8269091,122.1365336,
833,30,951.9956919,1561.099413,
834,30,1159.078911,1412.424281,
835,30,1307.754042,1550.47976,
836,30,1281.204911,1948.71672,
837,30,1546.696218,2453.150201,
838,30,1605.104305,2288.545591,
839,30,1631.653436,2214.208026,
840,30,1705.991001,2633.684289,
841,30,1721.92048,2819.528203,
842,30,1674.132045,2883.246117,
843,30,1944.933177,3382.369772,
844,30,2024.580569,3716.888818,
845,30,2279.452222,3918.662211,
846,30,2183.875352,3573.523513,
847,30,2183.875352,3366.440294,
848,30,2157.326222,3164.666901,
849,30,2247.593266,3148.737423,
850,30,2295.381701,3015.99177,
851,30,2205.114657,2904.485421,
852,30,2608.661442,2415.981418,
853,30,2778.575878,2309.784896,
854,30,3097.165445,1699.154892,
855,30,3245.840577,1598.268195,
856,30,3187.432489,1401.804629,
857,30,3367.966577,1322.157237,
858,30,3320.178142,1247.819671,
859,30,3235.220924,1231.890193,
860,30,3213.98162,1316.847411,
861,30,3352.037099,1115.074018,
862,30,2422.817528,785.8647988,
863,30,2375.029093,865.5121907,
864,30,2465.296137,955.7792347,
865,30,2566.182833,892.0613213,
866,30,2571.492659,1263.74915,
867,30,2852.913444,1693.845066,
868,30,3118.40475,2023.054285,
869,30,3229.911098,2368.192983,
870,30,3251.150403,2442.530549,
871,30,3155.573532,2500.938636,
872,30,3330.797795,2697.402203,
873,30,3431.684491,2708.021855,
874,30,3527.261361,2739.880812,
875,30,3617.528405,2957.583683,
876,30,3553.810492,3069.090031,
877,30,3436.994317,3037.231074,
878,30,3585.669448,3239.004467,
879,30,3739.654406,3313.342033,
880,30,3782.133015,3169.976728,
881,31,1759.089262,1672.605761,
882,31,1833.426828,1757.562979,
883,31,1875.905437,1815.971066,
884,31,2136.086917,1858.449675,
885,31,2290.071875,2054.913242,
886,31,2534.323876,2283.235765,
887,31,2709.548138,2192.968721,
888,31,2720.16779,2368.192983,
889,31,2794.505356,2283.235765,
890,31,2969.729618,2410.671592,
891,31,3086.545793,2384.122461,
892,31,3166.193185,2538.107419,
893,31,3298.938838,2458.460027,
894,31,3691.865971,2384.122461,
895,31,3702.485623,2453.150201,
896,31,3840.541102,2543.417245,
897,31,3744.964232,2500.938636,
898,31,3925.49832,2607.135159,
899,31,4015.765364,2644.303941,
900,32,1546.696218,1938.097067,
901,32,1705.991001,2166.41959,
902,32,1923.693872,2108.011503,
903,32,1950.243003,2049.603416,
904,32,2157.326222,2166.41959,
905,32,2306.001353,2277.925939,
906,32,2444.056832,3270.863424,
907,32,2651.140051,3552.284208,
908,32,2730.787443,3637.241426,
909,32,2035.200221,3913.352385,
910,32,1838.736654,4056.71769,
911,33,70.56455571,2320.404548,
912,33,97.11368632,2458.460027,
913,33,187.3807304,2415.981418,
914,33,293.5772528,2532.797593,
915,33,458.1818626,2506.248462,
916,33,553.7587328,2644.303941,
917,33,665.2650814,2585.895854,
918,33,1047.572562,2490.318984,
919,33,1068.811867,2543.417245,
920,33,1132.52978,2607.135159,
921,33,1196.247694,2654.923594,
922,33,1297.13439,2697.402203,
923,33,1398.021086,2734.570986,
924,33,1631.653436,2835.457682,
925,33,1929.003698,2872.626465,
926,33,1998.031438,2819.528203,
927,33,2088.298482,2835.457682,
928,33,2146.706569,2915.105074,
929,33,2109.537786,3058.470379,
930,33,1987.411786,3000.062292,
931,33,1939.623351,3361.130468,
932,33,1891.834915,3414.228729,
933,33,1859.975959,3456.707338,
934,33,1711.300827,3578.833339,
935,33,1764.399089,3738.128123,
936,33,1775.018741,3769.987079,
937,33,1817.49735,3854.944297,
938,33,1865.285785,3764.677253,
939,33,1934.313524,3812.465688,
940,33,1944.933177,3732.818296,
941,33,2040.510047,3637.241426,
942,33,2040.510047,3568.213687,
943,33,1992.721612,3483.256469,
944,33,2236.973613,3233.694641,
945,33,2252.903092,2899.175595,
946,33,2290.071875,2750.500464,
947,33,2210.424483,2607.135159,
948,33,2247.593266,2469.079679,
949,33,2348.479962,2325.714374,
950,33,2406.888049,2389.432288,
951,33,2428.127354,2346.953679,
952,33,2385.648745,2166.41959,
953,33,2582.112311,2033.673937,
954,33,2502.46492,2246.066982,
955,33,2518.394398,2384.122461,
956,33,2571.492659,2607.135159,
957,33,2529.01405,2777.049595,
958,33,2613.971268,2777.049595,
959,33,2629.900746,2909.795248,
960,33,2523.704224,2973.513161,
961,33,2767.956226,2899.175595,
962,33,2799.815182,3138.117771,
963,33,2667.069529,3398.299251,
964,33,2672.379355,3467.32699,
965,33,3038.757358,2936.344378,
966,33,3033.447532,2856.696986,
967,33,3129.024402,2925.724726,
968,33,3155.573532,2994.752465,
969,33,3086.545793,3021.301596,
970,33,2964.419792,844.2728862,
971,33,3033.447532,764.6254943,
972,33,3059.996662,669.0486241,
973,33,3160.883359,647.8093197,
974,34,17.4662945,2277.925939,
975,34,128.9726431,2442.530549,
976,34,182.0709043,2272.616113,
977,34,272.3379483,2336.334026,
978,34,511.2801238,2373.502809,
979,34,606.856994,2527.487767,
980,34,564.378385,2708.021855,
981,34,734.2928209,2575.276202,
982,34,824.559865,2612.444985,
983,34,914.8269091,2686.78255,
984,34,909.517083,2893.865769,
985,34,734.2928209,2909.795248,
986,34,792.7009083,2962.893509,
987,34,829.8696911,3079.709683,
988,34,951.9956919,3281.483076,
989,34,1058.192214,3249.624119,
990,34,1228.10665,3515.115425,
991,34,1323.68352,3738.128123,
992,34,4052.934147,3276.17325,
993,34,3936.117972,3323.961685,
994,34,3840.541102,2962.893509,
995,34,3872.400059,3504.495773,
996,34,4031.694843,3467.32699,
997,34,4021.07519,3578.833339,
998,35,1854.666133,3185.906206,
999,35,1944.933177,3228.384815,
1000,35,2173.2557,3138.117771,
1001,35,2226.353961,3063.780205,
1002,35,2327.240657,2989.442639,
1003,35,2698.928486,2782.359421,
1004,35,2789.19553,2591.20568,
1005,35,2879.462574,2569.966376,
1006,35,2975.039444,2527.487767,
1007,35,3097.165445,2532.797593,
1008,35,2990.968923,2692.092377,
1009,35,3044.067184,2771.739768,
1010,35,3298.938838,2246.066982,
1011,35,3468.853274,2378.812635,
1012,35,3410.445186,2437.220723,
1013,35,3346.727273,2532.797593,
1014,35,3288.319186,2575.276202,
1015,36,707.7436903,1858.449675,
1016,36,357.2951663,1869.069328,
1017,36,1812.187524,74.3480985,
1018,36,1812.187524,201.7839254,
1019,36,2125.467265,260.1920128,
1020,36,2231.663787,286.7411434,
1021,36,2088.298482,382.3180136,
1022,36,2444.056832,467.2752315,
1023,36,2714.857964,530.993145,
1024,36,3267.079881,700.9075809,
1025,36,3224.601272,817.7237556,
1026,36,3394.515708,764.6254943,
1027,36,3500.71223,780.5549727,
1028,36,3596.289101,823.0335817,
1029,36,3506.022057,950.4694086,
1030,36,1828.117002,1980.575676,
1031,36,1982.10196,2054.913242,
1032,36,1886.525089,2150.490112,
1033,36,2125.467265,2240.757156,
1034,36,2152.016395,2304.47507,
1035,36,2019.270742,2447.840375,
1036,36,2114.847613,2596.515506,
1037,36,2157.326222,2686.78255,
1038,36,2194.495004,2463.769853,
1039,36,2221.044135,2575.276202,
1040,36,2226.353961,2649.613768,
1041,36,2311.311179,2522.177941,
1042,36,2215.734309,2739.880812,
1043,36,2274.142396,2745.190638,
1044,36,2343.170136,2835.457682,
1045,36,2433.43718,2835.457682,
1046,36,2566.182833,3090.329336,
1047,36,2390.958571,3244.314293,
1048,36,2353.789788,3398.299251,
1049,36,2481.225615,3637.241426,
1050,36,2544.943528,3584.143165,
1051,36,2337.86031,3594.762817,
1052,36,2619.281094,4030.168559,
1053,36,2613.971268,3270.863424,
1054,36,2656.449877,3323.961685,
1055,36,2810.434835,3286.792902,
1056,36,2890.082226,3377.059946,
1057,36,2943.180488,3467.32699,
1058,36,2794.505356,3435.468034,
1059,36,2762.646399,3499.185947,
1060,36,2836.983965,3504.495773,
1061,36,2757.336573,3329.271511,
1062,36,2890.082226,3605.38247,
1063,36,2959.109966,3594.762817,
1064,36,3044.067184,3616.002122,
1065,36,3086.545793,3600.072643,
1066,36,3134.334228,3653.170905,
1067,36,3219.291446,3424.848381,
1068,36,3383.896056,3154.047249,
1069,36,3436.994317,3355.820642,
1070,36,3559.120318,3318.651859,
1071,36,3521.951535,3387.679599,
1072,36,3559.120318,2511.558288,
1073,36,3824.611624,2474.389506,
1074,36,3813.991972,2702.712029,
1075,36,3861.780407,2362.883157,
1076,36,4026.385016,2315.094722,
1077,36,3824.611624,2893.865769,
1078,37,1302.444216,3339.891163,
1079,37,1599.794479,3361.130468,
1080,37,1859.975959,1900.928284,
1081,37,1950.243003,1736.323675,
1082,37,2146.706569,1757.562979,
1083,37,2353.789788,1423.043933,
1084,37,2502.46492,1364.635846,
1085,37,2587.422137,1401.804629,
1086,37,2486.535441,1529.240456,
1087,37,2682.999008,1444.283238,
1088,37,2746.716921,1375.255498,
1089,37,2821.054487,1385.875151,
1090,37,2921.941183,1109.764192,
1091,37,3107.785097,1258.439324,
1092,37,3006.898401,1311.537585,
1093,38,1217.486998,1173.482106,
1094,38,1052.882388,1364.635846,
1095,38,1031.643084,1486.761847,
1096,38,1196.247694,1582.338717,
1097,38,1090.051171,1688.53524,
1098,38,914.8269091,1688.53524,
1099,39,2688.308834,812.4139294,
1100,39,2486.535441,886.7514951,
1101,39,2417.507702,1040.736453,
1102,39,2428.127354,955.7792347,
1103,39,2247.593266,1826.590719,
1104,39,2321.930831,2012.434633,
1105,39,1992.721612,2177.039243,
1106,39,2205.114657,1948.71672,
1107,39,2114.847613,2171.729417,
1108,39,1971.482307,2304.47507,
1109,39,1902.454568,2256.686635,
1110,39,1838.736654,2261.996461,
1111,39,1891.834915,2384.122461,
1112,39,1743.159784,2431.910897,
1113,39,1684.751697,2421.291244,
1114,39,1642.273088,2554.036897,
1115,39,1690.061523,2670.853072,
1116,39,1652.89274,2702.712029,
1117,39,1684.751697,2792.979073,
1118,39,1520.147087,2681.472724,
1119,39,1467.048826,2686.78255,
1120,39,1583.865,2777.049595,
1121,39,1291.824564,2920.4149,
1122,39,1371.471956,3000.062292,
1123,39,1403.330912,2931.034552,
1124,39,1344.922825,3164.666901,
1125,39,1467.048826,3185.906206,
1126,40,367.9148185,934.5399302,
1127,40,447.5622104,1040.736453,
1128,40,1567.935522,175.2347948,
1129,40,1668.822218,175.2347948,
1130,40,1652.89274,90.27757687,
1131,40,1621.033783,307.9804479,
1132,40,1366.162129,594.7110584,
1133,40,2162.636048,419.4867964,
1134,40,2167.945874,477.8948838,
1135,40,2167.945874,589.4012323,
1136,40,2189.185178,732.7665376,
1137,40,2226.353961,844.2728862,
1138,40,2167.945874,1194.72141,
1139,40,2359.099614,1311.537585,
1140,40,2369.719266,1412.424281,
1141,40,2390.958571,1582.338717,
1142,40,2348.479962,1592.958369,
1143,40,2311.311179,1640.746804,
1144,40,2231.663787,1608.887848,
1145,40,2390.958571,1831.900545,
1146,40,2337.86031,1948.71672,
1147,40,2321.930831,1991.195328,
1148,40,2513.084572,1906.238111,
1149,40,2444.056832,2060.223068,
1150,40,2236.973613,2139.87046,
1151,40,2284.762049,2331.0242,
1152,40,2311.311179,2394.742114,
1153,40,2231.663787,2479.699332,
1154,40,2141.396743,2506.248462,
1155,40,2162.636048,2830.147856,
1156,40,2178.565526,2915.105074,
1157,40,2125.467265,3323.961685,
1158,40,1950.243003,3387.679599,
1159,40,2040.510047,3477.946643,
1160,40,1955.552829,3573.523513,
1161,40,1822.807176,3616.002122,
1162,40,1875.905437,3685.029861,
1163,41,1445.809521,2421.291244,
1164,41,1631.653436,2400.05194,
1165,41,2438.747006,1518.620804,
1166,41,2741.407095,1640.746804,
1167,41,2842.293791,1683.225413,
1168,41,2927.251009,1709.774544,
1169,41,3022.827879,1757.562979,
1170,41,2985.659097,1810.66124,
1171,41,3006.898401,1869.069328,
1172,41,3070.616315,2012.434633,
1173,41,3192.742315,2081.462373,
1174,41,3261.770055,1975.26585,
1175,42,2056.439525,3127.498119,
1176,42,2157.326222,3281.483076,
1177,42,2077.67883,2644.303941,
1178,42,1833.426828,2405.361766,
1179,42,1913.07422,2299.165244,
1180,42,1854.666133,2134.560634,
1181,42,1849.356307,2092.082025,
1182,42,1594.484653,1943.406893,
1183,42,1530.766739,1869.069328,
1184,42,1456.429174,1746.943327,
1185,42,1599.794479,1704.464718,
1186,43,1063.50204,1916.857763,
1187,43,1148.459258,1985.885502,
1188,43,994.4743009,2208.898199,
1189,43,1297.13439,2230.137504,
1190,43,1291.824564,2108.011503,
1191,43,1387.401434,2134.560634,
1192,43,1711.300827,2607.135159,
1193,43,1695.371349,2474.389506,
1194,43,1769.708915,2511.558288,
1195,43,2125.467265,2421.291244,
1196,43,2215.734309,2368.192983,
1197,43,2353.789788,2304.47507,
1198,43,2364.40944,2458.460027,
1199,43,2693.61866,2219.517852,
1200,43,2656.449877,2113.321329,
1201,43,2725.477617,2054.913242,
1202,43,2842.293791,2150.490112,
1203,43,2975.039444,2161.109764,
1204,43,2863.533096,2246.066982,
1205,44,760.8419515,1396.494803,
1206,44,835.1795173,1598.268195,
1207,44,1036.95291,1608.887848,
1208,44,1265.275433,2182.349069,
1209,44,1461.739,2171.729417,
1210,44,1647.582914,2251.376808,
1211,44,1785.638393,2219.517852,
1212,44,1865.285785,2123.940982,
1213,44,2178.565526,2506.248462,
1214,44,2316.621005,2410.671592,
1215,44,2343.170136,2346.953679,
1216,44,2465.296137,2336.334026,
1217,44,2598.04179,2415.981418,
1218,44,2677.689182,2315.094722,
1219,44,2815.744661,2256.686635,
1220,44,2799.815182,2394.742114,
1221,44,2990.968923,1906.238111,
1222,44,3134.334228,2134.560634,
1223,44,3102.475271,2394.742114,
1224,44,3176.812837,2548.727071,
1225,44,3251.150403,2686.78255,
1226,44,3447.613969,3244.314293,
1227,44,3261.770055,3536.35473,
1228,44,3033.447532,3562.903861,
1229,44,2932.560835,3488.566295,
1230,44,1721.92048,2309.784896,
1231,45,659.9552552,913.3006257,
1232,45,782.081256,881.441669,
1233,45,1010.403779,876.1318429,
1234,45,819.2500389,1040.736453,
1235,45,951.9956919,1051.356105,
1236,45,1084.741345,1008.877496,
1237,45,1291.824564,1003.56767,
1238,45,1567.935522,695.5977548,
1239,45,1700.681175,817.7237556,
1240,45,1796.258045,785.8647988,
1241,45,1865.285785,722.1468854,
1242,45,1854.666133,1746.943327,
1243,45,1435.189869,1545.169934,
1244,45,1424.570217,1592.958369,
1245,45,1344.922825,1635.436978,
1246,45,1467.048826,1688.53524,
1247,45,1376.781782,1757.562979,
1248,45,1711.300827,2139.87046,
1249,45,1828.117002,2134.560634,
1250,45,1849.356307,2070.84272,
1251,46,17.4662945,2070.84272,
1252,46,171.451252,2060.223068,
1253,46,245.7888177,2033.673937,
1254,46,351.9853402,2033.673937,
1255,46,410.3934275,2086.772199,
1256,46,532.5194283,2076.152546,
1257,46,521.8997761,1088.524888,
1258,46,612.1668201,1173.482106,
1259,46,989.1644697,1338.086715,
1260,46,1127.219949,1587.648543,
1261,46,1328.993342,1789.421936,
1262,46,1339.612994,1847.830023,
1263,46,1451.119342,1900.928284,
1264,46,1605.1043,2139.87046,
1265,46,1626.343604,1991.195328,
1266,46,1695.371344,2272.616113,
1267,46,1812.187519,2485.009158,
1268,46,1658.202561,2453.150201,
1269,46,1844.046475,2623.064637,
1270,46,1939.623346,2739.880812,
1271,46,1939.623346,3127.498119,
1272,46,2019.270737,3079.709683,
1273,46,2077.678825,3090.329336,
1274,46,2327.240652,2867.316639,
1275,46,2449.366653,2862.006812,
1276,46,2613.971263,3031.921248,
1277,46,2852.913438,2840.767508,
1278,46,2852.913438,2750.500464,
1279,47,1573.245343,1858.449675,
1280,47,1679.441866,1853.139849,
1281,47,1748.469605,1900.928284,
1282,47,1764.399084,2214.208026,
1283,47,1844.046475,2261.996461,
1284,47,1960.862655,1991.195328,
1285,47,1886.525089,2097.391851,
1286,47,1886.525089,2177.039243,
1287,47,2114.847613,2150.490112,
1288,47,2284.762049,2023.054285,
1289,47,2449.366658,2108.011503,
1290,47,2555.563181,2097.391851,
1291,47,2656.449877,2060.223068,
1292,47,2895.392053,2129.250808,
1293,47,2518.394398,2214.208026,
1294,47,2385.648745,2208.898199,
1295,48,2093.608308,1577.028891,
1296,48,2120.157439,1672.605761,
1297,48,2194.495004,1762.872805,
1298,48,2343.170136,1651.366457,
1299,48,1796.258045,1906.238111,
1300,48,1721.92048,2134.560634,
1301,48,1536.076565,2261.996461,
1302,48,1504.217609,2373.502809,
1303,49,2714.857964,860.2023645,
1304,49,2847.603617,886.7514951,
1305,49,3182.122663,658.4289719,
1306,49,3251.150403,615.9503629,
1307,49,766.1517777,1189.411584,
1308,49,628.0962985,1210.650889,
1309,49,755.5321254,1274.368802,
1310,49,882.9679524,1327.467063,
1311,49,1010.403779,1454.90289,
1312,49,38.70559898,2692.092377,
1313,49,81.18420796,2883.246117,
1314,49,314.8165573,2904.485421,
1315,49,410.3934275,2941.654204,
1316,49,851.1089956,3377.059946,
1317,49,750.2222993,3488.566295,
1318,49,1068.811867,3796.53621,
1319,49,1090.051171,3886.803254,
1320,49,3022.827879,2936.344378,
1321,49,3134.334228,2787.669247,
1322,50,2555.563181,2394.742114,
1323,50,2953.80014,2320.404548,
1324,50,2852.913444,2134.560634,
1325,50,3150.263706,2378.812635,
1326,50,3293.629012,2522.177941,
1327,50,3389.205882,2628.374463,
1328,50,3506.022057,2713.331681,
1329,50,3421.064839,2479.699332,
1330,50,3564.430144,2559.346724,
1331,50,3548.500665,2612.444985,
1332,50,3686.556145,2607.135159,
1333,50,3739.654406,2777.049595,
1334,50,3946.737625,2814.218377,
1335,50,2013.960916,3260.243772,
1336,50,1960.862655,3361.130468,
1337,50,1870.595611,3658.480731,
1338,50,2152.016395,3605.38247,
1339,50,2114.847613,3451.397512,
1340,50,2226.353961,3350.510816,
1341,50,2603.351616,3647.861078,
1342,50,2752.026747,3711.578992,
1343,50,2767.956226,3807.155862,
1344,50,2948.490314,3711.578992,
1345,50,3049.37701,3653.170905,
1346,50,3160.883359,3477.946643,
1347,51,1530.766739,3244.314293,
1348,51,1541.386391,3339.891163,
1349,51,1536.076565,3493.876121,
1350,51,1615.723957,3387.679599,
1351,51,1472.358652,3286.792902,
1352,51,1626.343609,3212.455336,
1353,51,1578.555174,3095.639162,
1354,51,1668.822218,2888.555943,
1355,51,1780.328567,2994.752465,
1356,51,1865.285785,2718.641507,
1357,51,1971.482307,2792.979073,
1358,51,2040.510047,2713.331681,
1359,51,2093.608308,2644.303941,
1360,51,2152.016395,2559.346724,
1361,51,2247.593266,2511.558288,
1362,51,2385.648745,2320.404548,
1363,51,2529.01405,2405.361766,
1364,51,2645.830225,2023.054285,
1365,51,2704.238312,2033.673937,
1366,51,2805.125008,1985.885502,
1367,51,2560.873007,1587.648543,
1368,51,2475.915789,1523.93063,
1369,51,2454.676484,1449.593064,
1370,51,2491.845267,1396.494803,
1371,51,2523.704224,1269.058976,
1372,51,2677.689182,1184.101758,
1373,51,3888.329537,3015.99177,
1374,51,3575.049796,2989.442639,
1375,51,3575.049796,3090.329336,
1376,51,3601.598927,3414.228729,
1377,51,3606.908753,3499.185947,
1378,51,3856.470581,2086.772199,
1379,51,3925.49832,1975.26585,
1380,51,3734.34458,1720.394196,
1381,51,3628.148057,1720.394196,
1382,51,3628.148057,1768.182631,
1383,51,3463.543448,1571.719065,
1384,51,3341.417447,1619.5075,
1385,51,3543.190839,1380.565324,
1386,51,3537.881013,1316.847411,
1387,51,3654.697188,1338.086715,
1388,51,3527.261361,1104.454366,
1389,51,3346.727273,1200.031236,
1390,51,3182.122663,1258.439324,
1391,51,3304.248664,1380.565324,
1392,51,3182.122663,1476.142195,
1393,51,3139.644054,1316.847411,
1394,51,3097.165445,1279.678628,
1395,51,2996.278749,1194.72141,
1396,51,2789.19553,1008.877496,
1397,51,2682.999008,1040.736453,
1398,51,2651.140051,823.0335817,
1399,51,2539.633702,684.9781025,
1400,51,2406.888049,647.8093197,
1401,51,2114.847613,631.8798413,
1402,51,2619.281094,493.8243621,
1403,51,2613.971268,318.6001001,
1404,51,2900.701879,1014.187322,
1405,51,2884.7724,934.5399302,
1406,51,2932.560835,982.3283653,
1407,51,2996.278749,1030.1168,
1408,51,3012.208227,1125.693671,
1409,51,3113.094924,1003.56767,
1410,51,3059.996662,913.3006257,
1411,51,3022.827879,860.2023645,
1412,52,1514.837261,833.6532339,
1413,52,1392.71126,902.6809735,
1414,52,1291.824564,955.7792347,
1415,52,1514.837261,955.7792347,
1416,52,1079.431519,1237.200019,
1417,52,1132.52978,1359.32602,
1418,52,606.856994,1752.253153,
1419,52,500.6604716,1789.421936,
1420,52,484.7309932,1884.998806,
1421,52,330.7460357,1826.590719,
1422,52,314.8165573,2038.983764,
1423,52,208.6200349,2129.250808,
1424,52,49.32525123,2192.968721,
1425,52,2730.787443,2516.868115,
1426,52,3208.671794,2453.150201,
1427,52,3314.868316,2431.910897,
1428,52,3373.276403,2341.643853,
1429,52,3426.374665,2463.769853,
1430,52,3373.276403,2500.938636,
1431,52,3766.203536,1869.069328,
1432,52,3782.133015,1768.182631,
1433,52,3967.976929,1433.663586,
1434,53,1074.121693,2033.673937,
1435,53,1334.303173,1938.097067,
1436,53,1488.28813,2081.462373,
1437,53,1567.935522,2023.054285,
1438,53,1796.258045,1608.887848,
1439,53,1902.454568,1608.887848,
1440,53,1950.243003,1444.283238,
1441,53,2024.580569,1391.184977,
1442,53,2167.945874,1407.114455,
1443,53,2242.28344,1338.086715,
1444,53,2024.580569,1837.210371,
1445,53,2167.945874,1805.351414,
1446,53,2321.930831,1831.900545,
1447,53,2327.240657,1916.857763,
1448,53,2412.197875,1815.971066,
1449,53,2513.084572,1900.928284,
1450,53,2767.956226,2267.306287,
1451,53,3033.447532,2362.883157,
1452,53,3129.024402,2612.444985,
1453,53,2805.125008,823.0335817,
1454,53,3277.699533,838.96306,
1455,53,3336.107621,918.6104519,
1456,53,3521.951535,812.4139294,
1457,54,2199.804831,1476.142195,
1458,54,2459.986311,1566.409239,
1459,54,2985.659097,1327.467063,
1460,54,3081.235967,1300.917933,
1461,54,3277.699533,1269.058976,
1462,54,3367.966577,1237.200019,
1463,54,3261.770055,3143.427597,
1464,54,3166.193185,3228.384815,
1465,54,3213.98162,3297.412554,
1466,54,3288.319186,3201.835684,
1467,54,2130.777091,3515.115425,
1468,54,2152.016395,3679.720035,
1469,54,2082.988656,3706.269166,
1470,54,1987.411786,3706.269166,
1471,54,1833.426828,3764.677253,
1472,55,3203.361968,754.0058421,
1473,55,3240.53075,838.96306,
1474,55,3044.067184,1109.764192,
1475,55,2714.857964,1141.623149,
1476,55,2518.394398,1226.580367,
1477,55,2274.142396,1348.706368,
1478,55,2199.804831,1295.608107,
1479,55,1960.862655,1237.200019,
1480,55,2008.65109,1534.550282,
1481,55,2136.086917,1428.35376,
1482,55,2109.537786,1460.212716,
1483,55,2162.636048,1481.452021,
1484,55,2268.83257,1566.409239,
1485,55,2529.01405,1890.308632,
1486,55,2741.407095,2129.250808,
1487,55,2598.04179,2155.799938,
1488,55,2523.704224,2155.799938,
1489,55,2343.170136,2123.940982,
1490,55,2247.593266,2192.968721,
1491,55,1971.482307,2267.306287,
1492,55,1828.117002,2346.953679,
1493,55,1743.159784,2384.122461,
1494,55,1658.202566,2246.066982,
1495,55,1647.582914,2171.729417,
1496,55,2736.097269,3414.228729,
1497,55,2688.308834,3387.679599,
1498,55,2507.774746,3382.369772,
1499,55,2268.83257,3568.213687,
1500,55,2359.099614,3616.002122,
1501,55,2433.43718,3658.480731,
1502,55,2247.593266,3658.480731,
1503,55,2189.185178,3690.339687,
1504,55,2215.734309,3732.818296,
1505,55,2162.636048,3775.296905,
1506,55,2263.522744,3780.606732,
1507,55,2226.353961,3854.944297,
1508,56,1790.948219,58.41862014,
1509,56,1705.991001,21.24983728,
1510,56,1605.104305,58.41862014,
1511,56,1530.766739,79.65792462,
1512,56,1599.794479,122.1365336,
1513,56,1536.076565,148.6856642,
1514,56,1642.273088,180.5446209,
1515,56,1589.174827,228.333056,
1516,56,973.2349964,838.96306,
1517,56,1074.121693,870.8220168,
1518,56,1036.95291,913.3006257,
1519,56,1068.811867,1003.56767,
1520,56,983.8546487,1003.56767,
1521,56,1291.824564,1253.129498,
1522,56,1254.655781,1375.255498,
1523,56,1578.555174,1768.182631,
1524,56,1467.048826,1603.578022,
1525,56,1642.273088,1800.041588,
1526,56,1615.723957,1874.379154,
1527,56,1440.499695,2373.502809,
1528,56,1387.401434,2532.797593,
1529,56,1700.681175,2638.994115,
1530,56,2114.847613,2745.190638,
1531,56,2263.522744,2718.641507,
1532,56,2279.452222,1348.706368,
1533,56,2459.986311,1603.578022,
1534,56,2470.605963,1508.001151,
1535,56,2566.182833,1545.169934,
1536,56,2582.112311,1481.452021,
1537,56,2587.422137,1391.184977,
1538,56,2704.238312,1093.834714,
1539,56,2868.842922,961.0890608,
1540,56,2868.842922,1003.56767,
1541,56,2964.419792,780.5549727,
1542,56,3022.827879,552.2324495,
1543,56,2895.392053,493.8243621,
1544,56,2752.026747,483.2047099,
1545,56,2677.689182,525.6833189,
1546,56,3028.137706,982.3283653,
1547,56,2953.80014,1136.313323,
1548,56,2996.278749,1173.482106,
1549,56,2948.490314,1253.129498,
1550,56,3075.926141,1253.129498,
1551,56,3256.460229,1300.917933,
1552,56,3426.374665,1534.550282,
1553,56,3399.825534,1677.915587,
1554,56,3463.543448,1720.394196,
1555,56,3373.276403,1906.238111,
1556,56,3192.742315,1757.562979,
1557,56,2645.830225,1890.308632,
1558,56,2539.633702,1954.026546,
1559,56,2444.056832,1943.406893,
1560,56,3001.588575,1603.578022,
1561,56,2868.842922,1545.169934,
1562,56,2746.716921,1423.043933,
1563,56,2996.278749,1454.90289,
1564,56,3075.926141,1401.804629,
1565,57,447.5622104,3175.286554,
1566,57,574.9980373,3127.498119,
1567,57,739.6026471,3180.59638,
1568,57,702.4338642,3308.032207,
1569,57,1015.713605,3462.017164,
1570,57,1143.149432,3515.115425,
1571,57,1313.063868,3451.397512,
1572,57,1297.13439,3562.903861,
1573,57,1387.401434,3626.621774,
1574,57,2247.593266,1492.071673,
1575,57,2189.185178,1407.114455,
1576,57,2210.424483,1359.32602,
1577,57,2242.28344,1279.678628,
1578,57,2178.565526,1242.509845,
1579,57,2189.185178,1162.862453,
1580,57,2422.817528,1221.270541,
1581,57,2592.731964,1109.764192,
1582,57,2592.731964,966.398887,
1583,57,2566.182833,923.920278,
1584,57,2598.04179,886.7514951,
1585,57,2746.716921,1019.497148,
1586,57,2852.913444,923.920278,
1587,57,2927.251009,876.1318429,
1588,57,3229.911098,934.5399302,
1589,58,3006.898401,4003.619429,
1590,58,2884.7724,3918.662211,
1591,58,2576.802485,2792.979073,
1592,58,2433.43718,2548.727071,
1593,58,2422.817528,2431.910897,
1594,58,2613.971268,2638.994115,
1595,58,2428.127354,2155.799938,
1596,58,2306.001353,1810.66124,
1597,58,2401.578223,1794.731762,
1598,58,2390.958571,1672.605761,
1599,58,2417.507702,1577.028891,
1600,58,2513.084572,1513.310978,
1601,58,2539.633702,1646.056631,
1602,58,2613.971268,1715.08437,
1603,58,2523.704224,1778.802284,
1604,59,564.378385,2400.05194,
1605,59,644.0257769,2346.953679,
1606,59,808.6303866,2384.122461,
