index,shape-type,vertex-index,axis-0,axis-1,axis-2
88,line,1,13.0,321.2909,3371.562
89,line,0,13.0,1091.2157,2713.1443
89,line,1,13.0,475.27606,3366.2522
90,line,0,13.0,650.5001,3212.2678
90,line,1,13.0,549.61346,3759.1802
91,line,0,13.0,3682.411,1725.5165
91,line,1,13.0,3841.7053,2144.9924
92,line,0,14.0,1627.508,1842.3328
92,line,1,14.0,2583.276,2198.0906
93,line,0,14.0,2588.5867,2203.401
93,line,1,14.0,3215.1467,2166.1973
94,line,0,14.0,3034.612,1136.1259
94,line,1,14.0,2604.5168,2341.456
95,line,0,14.0,3273.5542,1008.69
95,line,1,14.0,3119.5696,1709.5872
96,line,0,14.0,3119.5693,1709.587
96,line,1,14.0,3406.2993,2160.9216
97,line,0,14.0,8.011134,583.90393
97,line,1,14.0,581.47235,483.01727
98,line,0,14.0,18.630787,1651.179
98,line,1,14.0,432.79724,1799.8539
99,line,0,15.0,385.0088,536.1155
99,line,1,15.0,2657.6147,2144.9924
100,line,0,15.0,2668.2341,2580.3984
100,line,1,15.0,1638.1282,2808.7224
101,line,0,15.0,3459.3982,2606.9478
101,line,1,15.0,3124.879,2994.5652
102,line,0,15.0,2423.982,3414.0413
102,line,1,15.0,2232.8264,4067.1497
103,line,0,16.0,2646.9946,844.0854
103,line,1,16.0,3008.0645,1311.3502
104,line,0,16.0,2062.9138,1704.2772
104,line,1,16.0,2062.9138,2224.64
105,line,0,16.0,2896.5566,1566.2218
105,line,1,16.0,1898.3091,1921.9797
106,line,0,16.0,2896.5566,1661.7986
106,line,1,16.0,2084.1523,2054.7256
107,line,0,17.0,735.45734,2707.8345
107,line,1,17.0,252.26324,3063.5928
108,line,0,17.0,2275.307,1136.1259
108,line,1,17.0,1797.4236,1752.0657
109,line,0,17.0,2694.7832,1114.8865
109,line,1,17.0,2885.9397,2452.9617
110,line,0,17.0,2248.7578,1237.0126
110,line,1,17.0,2763.81,1704.2769
111,line,0,17.0,2344.3347,1481.2645
111,line,1,17.0,3347.8909,2166.2317
112,line,0,17.0,3374.441,865.3247
112,line,1,17.0,2811.5994,923.73267
113,line,0,17.0,2811.5994,923.7328
113,line,1,17.0,2514.2493,1104.2667
114,line,0,18.0,953.16016,1566.2218
114,line,1,18.0,1993.8862,1088.3373
115,line,0,18.0,1977.9567,1072.408
115,line,1,18.0,3639.9329,1178.6061
116,line,0,18.0,2992.1333,939.6623
116,line,1,18.0,3762.0579,1061.7882
117,line,0,18.0,2307.1658,1178.6045
117,line,1,18.0,3512.4963,1550.2925
118,line,0,18.0,1096.5255,3148.55
118,line,1,18.0,1892.9995,3382.1829
119,line,0,18.0,799.17523,3244.1267
119,line,1,18.0,71.72919,3594.5752
120,line,0,18.0,411.55792,3217.5776
120,line,1,18.0,130.13718,3541.4768
121,line,0,18.0,3305.413,3159.1697
121,line,1,18.0,3576.2144,3716.7007
122,line,0,19.0,852.2735,737.88885
122,line,1,19.0,1048.7369,1306.0398
123,line,0,19.0,1048.737,1311.3501
123,line,1,19.0,1048.737,1911.3601
124,line,0,19.0,894.7521,1024.6195
124,line,1,19.0,958.47034,1746.7554
125,line,0,20.0,55.79957,1900.7408
125,line,1,20.0,719.5279,2006.9373
126,line,0,20.0,2036.3647,1810.4738
126,line,1,20.0,2392.1223,2229.9495
127,line,0,20.0,4070.028,929.0426
127,line,1,20.0,3862.9453,966.21136
128,line,0,20.0,3862.9448,966.2114
128,line,1,20.0,3209.8367,451.15765
129,line,0,20.0,3167.3577,47.611485
129,line,1,20.0,3337.2717,419.29935
130,line,0,20.0,2259.3774,748.50854
130,line,1,20.0,1638.1252,674.17163
131,line,0,20.0,2190.3496,196.28662
131,line,1,20.0,2291.236,732.57904
132,line,0,20.0,2291.2363,732.57904
132,line,1,20.0,2116.0125,1311.3503
133,line,0,21.0,3156.738,764.438
133,line,1,21.0,2339.025,822.8462
134,line,0,21.0,3438.1587,647.6218
134,line,1,21.0,2726.642,1077.7179
135,line,0,21.0,2726.642,1083.0276
135,line,1,21.0,1346.0886,2920.2278
136,line,0,21.0,1346.0873,2962.706
136,line,1,21.0,1223.9615,3424.661
137,line,0,21.0,1223.9613,3424.661
137,line,1,21.0,937.2306,3759.1792
138,line,0,21.0,1786.8029,2378.6252
138,line,1,21.0,2153.1807,2606.9473
139,line,0,21.0,2216.8987,2484.8218
139,line,1,21.0,2190.3496,3079.522
140,line,0,22.0,3740.8188,1088.3374
140,line,1,22.0,2832.8386,1683.0378
141,line,0,22.0,2939.0352,1683.038
141,line,1,22.0,2562.0383,2362.6948
142,line,0,22.0,1107.1451,3621.1245
142,line,1,22.0,533.684,4088.3887
143,line,0,22.0,799.17523,3907.855
143,line,1,22.0,719.52783,4099.009
144,line,0,22.0,523.0643,3886.6157
144,line,1,22.0,900.06213,4088.388
145,line,0,22.0,369.0793,2229.95
145,line,1,22.0,8.011078,2814.0303
146,line,0,22.0,300.05157,1831.713
146,line,1,22.0,23.940613,2102.514
147,line,0,23.0,3639.9321,944.9721
147,line,1,23.0,2609.8264,1725.5159
148,line,0,23.0,602.7117,3307.8447
148,line,1,23.0,347.84113,4088.3875
149,line,0,23.0,3544.3552,477.7074
149,line,1,23.0,4032.8608,1268.8713
150,line,0,24.0,1505.3821,828.15594
150,line,1,24.0,2089.4602,1943.218
151,line,0,24.0,1829.2815,1406.927
151,line,1,24.0,1521.3118,1274.1813
152,line,0,25.0,475.27582,2983.9453
152,line,1,25.0,1054.0466,3159.1692
153,line,0,25.0,1048.737,3164.4795
153,line,1,25.0,1547.8601,3169.7893
154,line,0,25.0,1186.7925,3191.0286
154,line,1,25.0,1786.8025,3546.7864
155,line,0,25.0,1786.8029,3546.7869
155,line,1,25.0,2200.969,3546.7869
156,line,0,25.0,974.3995,3175.099
156,line,1,25.0,735.4573,3493.688
157,line,0,25.0,1723.085,3552.0967
157,line,1,25.0,1500.0723,3875.996
158,line,0,25.0,586.78217,1985.698
158,line,1,25.0,1197.4121,1916.6699
159,line,0,26.0,1340.7775,1757.3755
159,line,1,26.0,114.20764,2829.9602
160,line,0,26.0,3841.7056,2060.0356
160,line,1,26.0,3608.0737,3037.044
161,line,0,26.0,3783.2976,2341.4563
161,line,1,26.0,3878.8743,2978.6353
162,line,0,27.0,1346.0873,998.0704
162,line,1,27.0,1781.4932,1980.3877
163,line,0,27.0,1781.493,1980.3882
163,line,1,27.0,2084.153,2320.2168
164,line,0,27.0,586.78217,1667.1084
164,line,1,27.0,18.630554,2182.161
165,line,0,27.0,1786.8029,1937.9095
165,line,1,27.0,2408.0525,2049.4158
166,line,0,27.0,2408.0525,2049.416
166,line,1,27.0,2421.3271,2062.6904
167,line,0,27.0,2450.5312,2028.1766
167,line,1,27.0,3023.9915,1948.5293
168,line,0,27.0,3023.9924,1927.2899
168,line,1,27.0,3618.6934,1454.7158
169,line,0,27.0,2970.894,1943.2194
169,line,1,27.0,2540.7983,1842.3319
170,line,0,27.0,2546.108,1842.3328
170,line,1,27.0,2344.335,2022.8672
171,line,0,27.0,1569.1,1667.1084
171,line,1,27.0,820.4146,2134.3728
172,line,0,28.0,746.07697,286.55365
172,line,1,28.0,2588.5889,732.5786
173,line,0,28.0,915.9914,90.090096
173,line,1,28.0,464.6563,323.72244
174,line,0,28.0,114.20766,42.30166
174,line,1,28.0,369.0794,339.65192
175,line,0,28.0,369.0793,339.65192
175,line,1,28.0,878.82227,509.56696
176,line,0,28.0,1903.619,1608.7003
176,line,1,28.0,1213.3425,1762.6855
177,line,0,28.0,2025.7451,2394.5547
177,line,1,28.0,1585.0281,3658.2905
178,line,0,28.0,2551.4177,1221.083
178,line,1,28.0,1951.4075,1221.083
179,line,0,28.0,2296.5461,1258.2518
179,line,1,28.0,1967.3376,1348.5187
180,line,0,29.0,278.81226,323.72244
180,line,1,29.0,1154.9333,907.80347
181,line,0,29.0,2009.8156,642.312
181,line,1,29.0,1112.4553,844.0856
182,line,0,29.0,3289.4836,2415.794
182,line,1,29.0,2493.0115,2543.2295
183,line,0,29.0,2806.2896,3005.1846
183,line,1,29.0,3008.0625,3355.6338
184,line,0,29.0,3008.063,3355.633
184,line,1,29.0,3576.2131,3578.6475
185,line,0,29.0,3448.7786,3318.4644
185,line,1,29.0,4070.0276,3509.6177
186,line,0,29.0,3655.8616,3148.55
186,line,1,29.0,3220.4568,3414.0408
187,line,0,29.0,3873.5645,2118.4436
187,line,1,29.0,3321.3438,2484.8223
188,line,0,29.0,3517.8062,2378.6252
188,line,1,29.0,3156.7388,2691.9043
189,line,0,29.0,3321.3425,2553.8494
189,line,1,29.0,3252.315,3079.5222
190,line,0,30.0,18.630787,1513.1235
190,line,1,30.0,1006.2584,1879.501
191,line,0,30.0,1006.2584,1879.5015
191,line,1,30.0,1643.437,1529.0527
192,line,0,30.0,114.20766,987.4507
192,line,1,30.0,501.8249,2038.7959
193,line,0,30.0,597.40186,334.3421
193,line,1,30.0,98.277985,313.10272
194,line,0,30.0,2041.6746,737.88885
194,line,1,30.0,2376.1929,1714.8967
195,line,0,30.0,2386.8132,1714.8969
195,line,1,30.0,2774.43,2081.2751
196,line,0,30.0,2774.4307,2075.965
196,line,1,30.0,3353.201,3212.2673
197,line,0,30.0,2354.9543,15.752527
197,line,1,30.0,2269.9973,1290.1104
198,line,0,30.0,3565.5947,2288.3582
198,line,1,30.0,3963.8323,2495.441
199,line,0,31.0,2317.7854,222.83574
199,line,1,31.0,1452.2844,976.8312
200,line,0,31.0,1685.9161,801.6068
200,line,1,31.0,1123.075,1640.5591
201,line,0,31.0,1367.3267,2214.0205
201,line,1,31.0,1069.9758,2713.1453
202,line,0,31.0,1069.9763,2713.1443
202,line,1,31.0,597.4022,2713.1443
203,line,0,31.0,777.9359,3116.691
203,line,1,31.0,1664.6763,3345.0134
204,line,0,31.0,1218.6515,2591.0183
204,line,1,31.0,915.99207,3260.0562
205,line,0,31.0,953.16016,3573.336
205,line,1,31.0,1223.9615,3950.3342
206,line,0,31.0,1516.0017,2378.6252
206,line,1,31.0,2222.2083,3143.2407
207,line,0,31.0,2976.2039,2994.565
207,line,1,31.0,2211.5793,3132.6206
208,line,0,31.0,1351.3971,2235.2598
208,line,1,31.0,1845.2107,2235.2598
209,line,0,31.0,1845.2109,2272.4287
209,line,1,31.0,2477.08,1969.769
210,line,0,31.0,2477.0803,1969.7686
210,line,1,31.0,3390.3706,1932.5997
211,line,0,31.0,2285.9265,3445.9001
211,line,1,31.0,2901.865,3706.0806
212,line,0,31.0,1367.3267,68.85079
212,line,1,31.0,1707.1553,392.75012
213,line,0,31.0,1383.2561,275.93402
213,line,1,31.0,2169.1116,1098.957
214,line,0,31.0,3756.7483,4003.432
214,line,1,31.0,3177.9783,3812.2786
215,line,0,31.0,3438.1587,3929.0945
215,line,1,31.0,3560.2847,4093.6987
216,line,0,32.0,225.714,2474.202
216,line,1,32.0,1887.6898,2474.202
217,line,0,32.0,1266.44,2362.6956
217,line,1,32.0,1590.3394,2628.1865
218,line,0,32.0,1579.7197,2235.2598
218,line,1,32.0,1956.717,2405.1743
219,line,0,32.0,1956.7173,2405.1743
219,line,1,32.0,2269.9973,2755.622
220,line,0,32.0,2365.574,31.682005
220,line,1,32.0,2965.584,796.297
221,line,0,32.0,3305.413,52.92131
221,line,1,32.0,2896.5574,1072.4077
222,line,0,32.0,3039.9219,3578.6458
222,line,1,32.0,3735.5085,3743.2505
223,line,0,32.0,3634.6223,2792.7915
223,line,1,32.0,4075.3389,3254.7485
224,line,0,32.0,1877.07,1778.6147
224,line,1,32.0,2296.5457,2006.937
225,line,0,32.0,4048.7888,392.75018
225,line,1,32.0,3698.34,1274.1809
226,line,0,33.0,692.9787,2851.1997
226,line,1,33.0,1823.971,2495.4421
227,line,0,33.0,1823.9717,2495.4414
227,line,1,33.0,2025.7451,2283.0493
228,line,0,33.0,2269.997,2283.0483
228,line,1,33.0,2939.0352,2458.2732
229,line,0,33.0,2907.1763,668.86115
229,line,1,33.0,2339.0251,610.453
230,line,0,33.0,2795.67,1332.5894
230,line,1,33.0,2429.2925,1513.1233
231,line,0,33.0,1622.1982,90.090096
231,line,1,33.0,1266.44,467.0878
232,line,0,33.0,1213.3417,275.93402
232,line,1,33.0,1038.1174,626.38257
233,line,0,33.0,2301.856,2283.0483
233,line,1,33.0,2121.3223,2516.6804
234,line,0,33.0,1733.7046,2219.3303
234,line,1,33.0,2116.012,2495.4407
235,line,0,34.0,146.06662,2028.1766
235,line,1,34.0,1192.1016,2713.1453
236,line,0,34.0,1192.1024,2713.1443
236,line,1,34.0,1903.6187,3021.1155
237,line,0,34.0,2285.9265,1475.9547
237,line,1,34.0,2662.9233,1730.8264
238,line,0,34.0,2662.9243,1730.8264
238,line,1,34.0,3374.44,1916.6699
239,line,0,34.0,3953.212,1529.053
239,line,1,34.0,3151.43,2118.4448
240,line,0,34.0,3241.6953,1932.5997
240,line,1,34.0,2769.1206,2139.682
241,line,0,34.0,3252.315,1592.7709
241,line,1,34.0,4016.9282,1741.4457
242,line,0,34.0,831.0342,3360.9429
242,line,1,34.0,400.93845,3573.3364
243,line,0,34.0,4054.0986,3520.2378
243,line,1,34.0,3756.7483,3695.4622
244,line,0,36.0,2142.5613,419.29932
244,line,1,36.0,2806.2886,1199.8435
245,line,0,36.0,1505.3821,2898.988
245,line,1,36.0,3055.8528,2840.5823
246,line,0,36.0,1590.3394,3191.0286
246,line,1,36.0,1962.0271,3191.0286
247,line,0,36.0,1967.3369,3201.6482
247,line,1,36.0,2593.8962,3472.4487
248,line,0,37.0,2285.9265,637.0022
248,line,1,37.0,2726.641,1614.0105
249,line,0,37.0,3539.0454,456.4681
249,line,1,37.0,2965.5828,1258.2517
250,line,0,37.0,3485.9473,63.540962
250,line,1,37.0,3162.0486,1130.8163
251,line,0,37.0,915.9914,2978.6355
251,line,1,37.0,1977.9568,3371.5618
252,line,0,37.0,2429.2917,3005.1846
252,line,1,37.0,1977.9565,3461.8306
253,line,0,37.0,1468.2133,3042.3535
253,line,1,37.0,2625.7551,3546.786
254,line,0,37.0,3342.582,2548.5396
254,line,1,37.0,2864.6975,4083.0793
255,line,0,37.0,1882.3798,992.76056
255,line,1,37.0,2482.39,1534.3633
256,line,0,37.0,2482.3901,1534.3628
256,line,1,37.0,2609.8257,2601.6377
257,line,0,37.0,2710.7126,1900.7408
257,line,1,37.0,2694.7832,2697.2148
258,line,0,37.0,655.80994,1608.7003
258,line,1,37.0,1516.0017,1932.5994
259,line,0,37.0,1590.3394,1773.3049
259,line,1,37.0,671.73987,1736.136
260,line,0,38.0,2142.5613,2362.6956
260,line,1,38.0,1654.0559,2575.0903
261,line,0,38.0,1648.7474,2580.3984
261,line,1,38.0,1006.2586,2665.356
262,line,0,38.0,1006.2584,2665.3557
262,line,1,38.0,284.1223,2909.6072
263,line,0,38.0,735.45734,2803.4111
263,line,1,38.0,1675.2969,2702.5247
264,line,0,38.0,1675.2965,2702.5247
264,line,1,38.0,2737.2615,2049.4163
265,line,0,38.0,3342.582,589.21375
265,line,1,38.0,2556.7258,1783.9244
266,line,0,38.0,2556.7278,1783.9247
266,line,1,38.0,2344.3337,2452.9622
267,line,0,38.0,2986.8235,737.88885
267,line,1,38.0,2588.5815,2054.7258
268,line,0,38.0,3666.4814,828.15594
268,line,1,38.0,3236.3853,918.4229
269,line,0,39.0,1648.7474,764.438
269,line,1,39.0,2875.316,1842.3325
270,line,0,39.0,310.67123,2612.2576
270,line,1,39.0,661.11975,2851.1992
271,line,0,39.0,661.11975,2851.1997
271,line,1,39.0,799.1752,3371.5625
272,line,0,39.0,799.17523,3371.5627
272,line,1,39.0,692.97864,3791.0383
273,line,0,39.0,825.72437,2113.1338
273,line,1,39.0,692.97845,2803.41
274,line,0,39.0,692.9787,2803.4111
274,line,1,39.0,496.51514,3270.6753
275,line,0,39.0,448.7267,1268.8715
275,line,1,39.0,836.3439,1566.2216
276,line,0,40.0,990.329,132.5687
276,line,1,40.0,454.03668,435.22867
277,line,0,40.0,438.10706,440.5386
277,line,1,40.0,177.92572,355.58157
278,line,0,40.0,1399.1855,387.44037
278,line,1,40.0,1239.8911,1104.2668
279,line,0,40.0,1277.0596,790.9871
279,line,1,40.0,884.1327,1157.365
280,line,0,40.0,884.13245,1157.3651
280,line,1,40.0,570.8527,1773.3047
281,line,0,40.0,3247.0051,1656.4888
281,line,1,40.0,2599.2097,2437.0334
282,line,0,40.0,3055.8513,1539.6726
282,line,1,40.0,2758.5017,2670.6655
283,line,0,40.0,2514.249,2548.5396
283,line,1,40.0,3225.7646,2596.328
284,line,0,40.0,2466.4607,2553.8494
284,line,1,40.0,2493.0088,3419.3499
285,line,0,40.0,2493.0098,3419.351
285,line,1,40.0,2506.2844,3432.6257
286,line,0,40.0,2493.0098,3435.2805
286,line,1,40.0,2312.476,4014.0503
287,line,0,40.0,2227.5186,3541.477
287,line,1,40.0,1516.0022,3732.6304
288,line,0,40.0,3475.3276,546.73517
288,line,1,40.0,3337.2722,844.0854
289,line,0,40.0,3337.2722,844.0854
289,line,1,40.0,3167.3564,2415.7937
290,line,0,40.0,692.9787,1826.4032
290,line,1,40.0,252.26306,2267.1184
291,line,0,40.0,379.69897,2107.824
291,line,1,40.0,682.3589,2633.4958
292,line,0,41.0,1006.2584,1821.0934
292,line,1,41.0,1521.3113,2304.288
293,line,0,41.0,1277.0596,2309.5974
293,line,1,41.0,2052.294,2718.4531
294,line,0,41.0,2641.6848,2075.965
294,line,1,41.0,2641.6848,2856.508
295,line,0,41.0,2604.516,2856.5095
295,line,1,41.0,2816.9087,3222.8867
296,line,0,41.0,2604.516,2591.0183
296,line,1,41.0,3066.4707,3562.7166
297,line,0,41.0,2588.5867,3838.8274
297,line,1,41.0,3172.6663,3838.8274
298,line,0,41.0,2896.5566,4019.3613
298,line,1,41.0,3549.6665,3663.602
299,line,0,41.0,2041.6746,870.6345
299,line,1,41.0,1526.624,1831.7134
300,line,0,41.0,1648.7474,732.57904
300,line,1,41.0,1999.1958,1263.5618
301,line,0,41.0,3103.6396,594.52356
301,line,1,41.0,2381.503,966.21155
302,line,0,42.0,2562.0376,2091.8945
302,line,1,42.0,1908.9297,1736.1365
303,line,0,42.0,1908.9288,1736.1362
303,line,1,42.0,1208.0317,1964.4583
304,line,0,42.0,2546.108,1805.164
304,line,1,42.0,2004.5068,1783.9247
305,line,0,42.0,2551.4177,1077.7178
305,line,1,42.0,2551.4177,2776.8645
306,line,0,42.0,2981.5137,806.9166
306,line,1,42.0,2710.7131,1491.8848
307,line,0,42.0,2928.4155,31.682005
307,line,1,42.0,2928.4155,806.9165
308,line,0,42.0,2944.345,817.53625
308,line,1,42.0,3310.7222,1608.7004
309,line,0,43.0,2009.8156,1141.4357
309,line,1,43.0,1760.2543,2314.9067
310,line,0,43.0,3390.3704,668.86115
310,line,1,43.0,3730.1985,2336.1462
311,line,0,44.0,3284.1738,875.94434
311,line,1,44.0,1786.8003,1125.506
312,line,0,44.0,2354.9543,1061.7883
312,line,1,44.0,2604.5164,1906.0508
313,line,0,44.0,2009.8156,1693.6576
313,line,1,44.0,2986.8232,2075.9648
314,line,0,44.0,3358.5115,1964.4587
314,line,1,44.0,2662.9246,1924.0002
315,line,0,44.0,1839.9011,58.231136
315,line,1,44.0,2445.2212,514.87604
316,line,0,44.0,2084.153,36.991833
316,line,1,44.0,2684.1638,684.7906
317,line,0,44.0,2381.5034,217.52592
317,line,1,44.0,2572.6572,552.04486
318,line,0,44.0,3029.3022,2192.7812
318,line,1,44.0,2046.9824,2447.6523
319,line,0,44.0,3114.2595,2150.3027
319,line,1,44.0,2668.2349,2569.778
320,line,0,44.0,2668.2341,2091.8945
320,line,1,44.0,3077.0898,2548.5403
321,line,0,44.0,3422.2292,31.682005
321,line,1,44.0,2864.6987,1162.6753
322,line,0,44.0,2153.181,2564.469
322,line,1,44.0,1521.3113,2474.2004
323,line,0,45.0,2009.8156,626.3825
323,line,1,45.0,958.47144,1953.8386
324,line,0,45.0,958.47003,1953.8391
324,line,1,45.0,560.2332,1964.4587
325,line,0,45.0,921.3012,1152.0553
325,line,1,45.0,2232.8267,2261.8115
326,line,0,45.0,2025.7451,1789.2345
326,line,1,45.0,1176.1724,1789.2345
