index,shape-type,vertex-index,axis-0,axis-1,axis-2
195,line,1,49.0,2132.4573,3465.2234
196,line,0,49.0,2445.7368,730.6631
196,line,1,49.0,2759.0166,1304.1243
197,line,0,49.0,1022.7035,1134.2098
197,line,1,49.0,704.114,1920.064
198,line,0,50.0,1213.8572,1272.2654
198,line,1,50.0,1245.7169,2328.9214
199,line,0,50.0,1245.7162,2382.019
199,line,1,50.0,709.4249,3205.0405
200,line,0,51.0,836.85956,927.12665
200,line,1,51.0,762.52203,2010.3308
201,line,0,51.0,757.21216,2010.3312
201,line,1,51.0,1012.0839,2960.7896
202,line,0,51.0,927.12665,2605.0317
202,line,1,51.0,1744.8397,3927.1782
203,line,0,51.0,465.17175,3682.9263
203,line,1,51.0,1622.7144,3098.8447
204,line,0,51.0,3443.9841,592.6076
204,line,1,51.0,3029.8186,1351.9124
205,line,0,51.0,2971.4097,1882.8954
205,line,1,51.0,3645.7568,2812.114
206,line,0,52.0,1097.041,2084.6687
206,line,1,52.0,2089.979,3157.2512
207,line,0,52.0,3268.76,847.47925
207,line,1,52.0,2095.287,1888.2041
208,line,0,52.0,2966.0999,2578.4827
208,line,1,52.0,2196.1763,2514.7644
209,line,0,52.0,1888.2052,2254.5833
209,line,1,52.0,2174.9353,2530.6936
210,line,0,53.0,263.39835,566.0585
210,line,1,53.0,1851.0367,1070.4913
211,line,0,53.0,3003.2686,2180.2456
211,line,1,53.0,3274.0693,3820.9812
212,line,0,53.0,3433.3645,1240.4064
212,line,1,53.0,3088.2256,1442.1793
213,line,0,54.0,1468.7289,937.7463
213,line,1,54.0,1468.7289,1511.207
214,line,0,54.0,1458.1093,1527.137
214,line,1,54.0,1341.293,2222.7239
215,line,0,54.0,1851.0364,1712.9808
215,line,1,54.0,969.6053,2679.3684
216,line,0,55.0,3252.8306,1065.1821
216,line,1,55.0,1978.4744,2705.9202
217,line,0,55.0,1601.4745,2753.7068
217,line,1,55.0,587.2984,2408.5688
218,line,0,56.0,1373.152,852.78906
218,line,1,56.0,874.02814,852.78906
219,line,0,56.0,863.4087,858.0989
219,line,1,56.0,491.72067,1001.46423
220,line,0,56.0,2036.8802,2881.1426
220,line,1,56.0,1606.7839,3528.9421
221,line,0,56.0,1606.7844,3528.9414
221,line,1,56.0,1293.5051,3587.3494
222,line,0,56.0,2350.16,714.7336
222,line,1,56.0,1978.4722,1946.6128
223,line,0,56.0,1505.8977,1553.6862
223,line,1,56.0,1782.0084,2111.2173
224,line,0,56.0,3045.7473,2976.7195
224,line,1,56.0,2881.1433,2488.2166
225,line,0,56.0,2881.1426,2488.2156
225,line,1,56.0,2642.2007,2275.8225
226,line,0,57.0,3470.5334,820.9301
226,line,1,57.0,2222.7205,2328.9197
227,line,0,57.0,1293.5046,1383.7717
227,line,1,57.0,1447.4893,1920.0638
228,line,0,57.0,3220.9714,619.15674
228,line,1,57.0,3369.645,1181.9979
229,line,0,57.0,927.12665,374.9047
229,line,1,57.0,1235.0967,645.7058
230,line,0,57.0,916.50696,29.766008
230,line,1,57.0,943.056,380.21463
231,line,0,58.0,1447.4896,831.54974
231,line,1,58.0,321.80505,2403.2576
232,line,0,58.0,3104.1553,1628.0237
232,line,1,58.0,3337.787,2743.0854
233,line,0,58.0,3566.11,2408.568
233,line,1,58.0,3199.7322,3327.169
234,line,0,58.0,3412.1252,390.8342
234,line,1,58.0,2843.975,481.1012
235,line,0,58.0,2843.9739,481.10123
235,line,1,58.0,2875.8328,1288.1948
236,line,0,59.0,1314.7439,3390.886
236,line,1,59.0,2435.1155,2297.0618
237,line,0,59.0,2939.5508,1957.2329
237,line,1,59.0,2488.2146,2392.638
238,line,0,59.0,3178.493,1967.8525
238,line,1,59.0,2626.2705,1967.8525
239,line,0,59.0,3104.1553,2307.6814
239,line,1,59.0,2817.4253,2111.2183
240,line,0,59.0,1436.8699,3688.2363
240,line,1,59.0,1187.3081,3927.1782
